新潟,,,,,,,,,,,,,,,,,,,,
,施設名,実施場所名,施設住所,広さ,屋内・屋外,発注先,金額（平日）,金額（土日祝日）,通信催事可否,机貸出,椅子貸出,電源貸出,注意事項,AGでの手配実績,過去実施時代理店、店舗,AGでの過去実績（PIのみ 期間すべて）,過去トラブルなど,場所（Google Map）,その他備考,区画写真
,BOOKOFF,BOOKOFF新潟黒埼インター,新潟市西区山田3326,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,
,BOOKOFF,BOOKOFF新潟寺尾前通,新潟市西区寺尾前通1-15-1,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,
,BOOKOFF,BOOKOFF村上,村上市仲間町237-1,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,
,BOOKOFF,BOOKOFF西長岡,長岡市三ツ郷屋2-1-11,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,
,BOOKOFF,BOOKOFF新発田,新発田市新栄町3-1-13,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,
,BOOKOFF,BOOKOFF上越教育大前,上越市大学前49,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,
,BOOKOFF,BOOKOFF柏崎,柏崎市藤元町1-1,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,
,BOOKOFF,BOOKOFF新潟河渡,新潟市東区河渡庚135-1　マーケットシティ河渡内,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,
,BOOKOFF,BOOKOFF燕三条,燕市井土巻2-67,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,
,BOOKOFF,BOOKOFF長岡川崎,長岡市豊1-608,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,
,BOOKOFF,BOOKOFF新潟竹尾,新潟市東区竹尾卸新町743-1,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,
,BOOKOFF,BOOKOFF新潟関屋,新潟市中央区関新3-2-32,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,
,BOOKOFF,BOOKOFF六日町インター,南魚沼市余川3079,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,
,BOOKOFF,BOOKOFF十日町妻有ｼｮｯﾋﾟﾝｸﾞｾﾝﾀｰ,十日町市高田町6,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,
,BOOKOFF,BOOKOFF新津,新潟市秋葉区程島1900,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,
,BOOKOFF,BOOKOFF三条,三条市西裏館2-10-39,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,
,BOOKOFF,BOOKOFF中条,胎内市中条2991-3,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,
,BOOKOFF,BOOKOFF長岡古正寺,長岡市古正寺1-42-1,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,
,BOOKOFF,BOOKOFF佐渡佐和田,佐渡市市野沢104-1,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,
,BOOKOFF,BOOKOFF新潟新通,新潟市西区新通1326-1,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,
,BOOKOFF,BOOKOFF豊栄インター,新潟市北区かぶとやま1-4-6,長机1台～,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,
