東京,,,,,,,,,,,,,,,,,,,,,
,施設名,実施場所名,施設住所,広さ,屋内・屋外,発注先,金額（平日）,金額（土日祝日）,通信催事可否,机貸出,椅子貸出,電源貸出,注意事項,AGでの手配実績,過去実施時代理店、店舗,AGでの過去実績（PIのみ 期間すべて）,過去トラブルなど,場所（Google Map）,その他備考,区画写真,
,郵便局,練馬立野郵便局4260,練馬区立野町8-7,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,練馬東大泉四郵便局4270,練馬区東大泉4-31-8,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,足立東和郵便局4280,足立区東和4-8-5,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,足立仲町郵便局4290,足立区千住仲町19-13,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,板橋徳丸郵便局4320,板橋区徳丸2-28-9,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,練馬高野台郵便局4330,練馬区高野台5-39-11,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,三鷹台郵便局4340,三鷹市井の頭1-29-14,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,府中北山郵便局4350,府中市北山町2-8-11,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,花小金井駅前郵便局4360,小平市花小金井1-9-13-101,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,世田谷上祖師谷郵便局4370,世田谷区上祖師谷7-16-8,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,上池袋郵便局4380,豊島区上池袋1-9-8,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,赤羽台郵便局4410,北区赤羽台2-4-51,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,板橋徳丸三郵便局4420,板橋区徳丸3-10-8,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,世田谷桜上水五郵便局4430,世田谷区桜上水5-6-20,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,三鷹井口郵便局4450,三鷹市井口1-25-9,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,練馬下石神井通郵便局4470,練馬区上石神井3-9-1,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,足立島根郵便局4480,足立区島根2-19-13,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,足立綾瀬郵便局4490,足立区綾瀬4-31-10,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,葛飾堀切一郵便局4500,葛飾区堀切1-42-10,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,板橋赤塚郵便局4520,板橋区赤塚6-40-11,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,芦花公園駅前郵便局4550,世田谷区南烏山1-12-17,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,杉並井草郵便局4570,杉並区井草2-26-7,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,八王子富士見郵便局4580,八王子市富士見町4-1,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,豊田駅前郵便局4590,日野市豊田4-24-11,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,八王子千人町郵便局4610,八王子市千人町4-6-4,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,高円寺駅前郵便局4620,杉並区高円寺北2-20-7,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,墨田四郵便局4630,墨田区墨田4-50-1,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,世田谷八幡山郵便局4640,世田谷区八幡山1-12-8,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,足立青井郵便局4650,足立区青井6-22-10,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,世田谷粕谷郵便局4660,世田谷区粕谷4-13-14,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,代々木五郵便局4670,渋谷区代々木5-55-6,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,練馬中村二郵便局4680,練馬区中村2-5-10,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,保谷富士町郵便局4710,西東京市富士町4-5-23,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,西小岩四郵便局4720,江戸川区西小岩4-4-8,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,葛飾区役所内郵便局4740,葛飾区立石5-13-1,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,足立西加平郵便局4760,足立区青井4-45-6,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,杉並善福寺郵便局4770,杉並区善福寺1-4-5,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,武蔵野関前郵便局4780,武蔵野市関前5-9-2,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,武蔵野境南郵便局4790,武蔵野市境南町3-18-13,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,八王子北野郵便局4820,八王子市打越町344-4,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,町田木曽郵便局4830,町田市木曽東3-33-13,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,国分寺南郵便局4840,国分寺市南町3-13-3,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,武蔵大和駅前郵便局4860,東大和市清水3-799,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,練馬貫井郵便局4870,練馬区貫井5-10-4,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,練馬大泉学園郵便局4880,練馬区大泉学園町6-11-44,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,練馬高野台駅前郵便局4890,練馬区高野台1-7-3,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,葛飾青戸三郵便局4910,葛飾区青戸3-12-16,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,板橋西台郵便局4930,板橋区西台3-18-11,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,大田東嶺町郵便局4950,大田区東嶺町3-13,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,中野北郵便局4960,中野区丸山1-28-10,長机1台程度,屋内（風除室含む）,場所とる,"20,000","20,000",要確認,,,,,,,,,,,,
,郵便局,成城郵便局4970,世田谷区成城8-30-25,長机1台程度,屋内（風除室含む）,場所とる,"20,000","20,000",要確認,,,,,,,,,,,,
,郵便局,三鷹郵便局4980,三鷹市野崎1-1-2,長机1台程度,屋内（風除室含む）,場所とる,"20,000","20,000",要確認,,,,,,,,,,,,
,郵便局,小平郵便局4990,小平市小川東町5-16-1,長机1台程度,屋内（風除室含む）,場所とる,"20,000","20,000",要確認,,,,,,,,,,,,
,郵便局,東久留米団地内郵便局5000,東久留米市上の原1-4-11-101,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,新宿馬場下郵便局5010,新宿区馬場下町61,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,世田谷桜丘三郵便局5030,世田谷区桜丘3-28-2,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,江戸川西一之江郵便局5070,江戸川区西一之江3-17-18,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,練馬高松郵便局5080,練馬区高松6-7-9,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,練馬南大泉五郵便局5090,練馬区南大泉5-21-24,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,下石神井三郵便局5100,練馬区下石神井3-7-1,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,江東北砂三郵便局5110,江東区北砂3-20-9,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,足立東綾瀬郵便局5130,足立区東綾瀬1-18-17,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,足立東和二郵便局5140,足立区東和2-15-16,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,新宿保健会館内郵便局5150,新宿区市谷砂土原町1-2,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,板橋幸町郵便局5160,板橋区幸町37-2,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,葛飾西亀有郵便局5170,葛飾区西亀有3-39-12,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,大田東糀谷郵便局5180,大田区東糀谷1-19-18,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,国際基督教大学内郵便局5210,三鷹市大沢3-10-2,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,小金井緑町郵便局5220,小金井市緑町2-2-12,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,小金井貫井北郵便局5230,小金井市貫井北町2-19-3,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,調布仙川郵便局5250,調布市仙川町1-20-16,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,調布小島郵便局5260,調布市多摩川5-8-3,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,足立江北四郵便局5270,足立区江北4-2-4,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,府中紅葉丘郵便局5280,府中市紅葉丘3-37-2,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,府中中河原郵便局5290,府中市住吉町2-11-11,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,田無西原郵便局5310,西東京市西原町5-4-17,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,東村山市役所前郵便局5320,東村山市本町4-7,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,保谷駅前郵便局5330,西東京市下保谷4-15-11,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,田無芝久保郵便局5340,西東京市芝久保町1-3-1,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,清瀬野塩郵便局5350,清瀬市野塩1-194-3,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,虎ノ門郵便局5360,港区虎ノ門1-7-12,長机1台程度,屋内（風除室含む）,場所とる,"20,000","20,000",要確認,,,,,,,,,,,,
,郵便局,中野野方五郵便局5370,中野区野方5-3-1,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,中野鷺宮五郵便局5380,中野区鷺宮5-23-8,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,八王子左入郵便局5390,八王子市宇津木町798-1,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,石神井公園駅前郵便局5400,練馬区石神井町3-25-11,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,足立北郵便局5420,足立区竹の塚3-9-20,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,足立花畑五郵便局5430,足立区花畑5-12-82,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,葛飾高砂四郵便局5440,葛飾区高砂4-2-26-101,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,杉並方南二郵便局5450,杉並区方南2-12-12,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,元浅草郵便局5460,台東区元浅草1-5-2,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,東品川一郵便局5470,品川区東品川1-34-7,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,世田谷千歳台郵便局5490,世田谷区千歳台5-7-11,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,世田谷中町郵便局5500,世田谷区中町5-16-6,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,世田谷深沢一郵便局5510,世田谷区深沢1-9-9,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,東田端郵便局5540,北区東田端2-10-4,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,世田谷桜丘二郵便局5550,世田谷区桜丘2-8-13,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,板橋向原郵便局5560,板橋区向原2-24-27,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,赤塚三郵便局5570,板橋区赤塚3-7-12,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,練馬東大泉七郵便局5580,練馬区東大泉7-35-25,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,練馬土支田郵便局5590,練馬区土支田2-29-16,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,練馬谷原郵便局5600,練馬区谷原2-2-23,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,葛飾柴又一郵便局5610,葛飾区柴又1-11-8,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,葛飾細田郵便局5620,葛飾区細田3-28-5,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,東小岩五郵便局5630,江戸川区東小岩5-26-7,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,八王子片倉郵便局5640,八王子市片倉町439-1,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,調布金子郵便局5660,調布市西つつじケ丘4-23,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,調布八雲台郵便局5670,調布市八雲台1-26-1,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,町田金森郵便局5680,町田市金森東1-24-23,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,国立東郵便局5730,国立市東4-4-29,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,国立富士見台郵便局5740,国立市富士見台1-7,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,矢野口郵便局5750,稲城市矢野口636,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,大田久が原西郵便局5780,大田区久が原4-1-17,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,北桐ケ丘郵便局5790,北区桐ケ丘2-7-27,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,練馬西大泉三郵便局5800,練馬区西大泉3-32-5,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,練馬南大泉一郵便局5810,東大和市清原1-1213-7,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,昭島郵便局5840,昭島市松原町1-9-31,長机1台程度,屋内（風除室含む）,場所とる,"20,000","20,000",要確認,,,,,,,,,,,,
,郵便局,町田相原郵便局5860,町田市相原町792-5,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,町田鶴川一郵便局5870,町田市鶴川1-26-1,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,日野台郵便局5880,日野市日野台4-31-3,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,江東亀戸五郵便局5890,江東区亀戸5-1-1アトレ亀戸5階,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,小金井前原五郵便局5900,小金井市前原町5-9-24,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,大田南蒲田郵便局5910,大田区南蒲田3-7-26,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,豊島長崎六郵便局5960,豊島区長崎6-20-1,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,北浮間二郵便局5980,北区浮間2-10-10,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,板橋蓮沼郵便局5990,板橋区蓮沼町23-7,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,練馬上石神井北郵便局6000,練馬区上石神井4-8-9,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,足立西綾瀬郵便局6010,足立区西綾瀬3-39-7,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,江戸川上一色郵便局6040,江戸川区上一色2-18-4,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,江戸川上篠崎郵便局6050,江戸川区上篠崎3-14-9,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,江戸川東瑞江二郵便局6070,江戸川区東瑞江2-11-21,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,八王子長房郵便局6080,八王子市長房町588,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,八王子中野上町五郵便局6090,八王子市中野上町5-5-9,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,三鷹大沢四郵便局6110,三鷹市大沢4-16-18,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,三鷹新川一郵便局6120,三鷹市新川1-11-15,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,調布深大寺郵便局6130,調布市深大寺東町6-16-5,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,府中是政郵便局6140,府中市是政3-34-6,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,府中日新郵便局6150,府中市日新町1-5-3,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,東村山諏訪郵便局6160,東村山市諏訪町1-21-10,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,保谷住吉郵便局6170,西東京市住吉町1-2-1,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,村山団地内郵便局6180,武蔵村山市緑が丘1460,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,第二霞ケ関郵便局6200,千代田区霞が関2-1-2中央合同庁舎2号館内,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,立川けやき台郵便局6270,立川市若葉町1-13-2,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,練馬田柄郵便局6280,練馬区田柄3-14-3,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,杉並聖堂前郵便局6290,杉並区和田2-9-10,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,調布駅前郵便局6300,調布市小島町1-13-13,長机1台程度,屋内（風除室含む）,場所とる,"20,000","20,000",要確認,,,,,,,,,,,,
,郵便局,小平小川西郵便局6310,小平市小川西町3-7-12,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,多摩関戸郵便局6320,多摩市関戸5-11-1,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,小平鈴木二郵便局6330,小平市鈴木町2-186-8,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,本駒込二郵便局6340,文京区本駒込2-28-29,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,東上野六郵便局6350,台東区東上野6-19-11,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,品川西五反田六郵便局6370,品川区西五反田6-15-6,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,世田谷駒沢二郵便局6390,世田谷区駒沢2-61-1,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,世田谷船橋郵便局6400,世田谷区船橋4-2-10,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,杉並本天沼郵便局6420,杉並区本天沼3-40-10,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,池袋本町三郵便局6430,豊島区池袋本町3-23-5,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,赤羽二郵便局6440,北区赤羽2-9-2,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,東十条六郵便局6450,北区東十条6-7-8,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,大東文化学園内郵便局6460,板橋区高島平1-9-1,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,板橋中台二郵便局6470,板橋区中台2-30-15,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,練馬東大泉二郵便局6480,練馬区東大泉2-15-8,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,足立大谷田団地内郵便局6500,足立区大谷田1-1-4,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,練馬田柄東郵便局6550,練馬区田柄1-19-21,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,立川錦町四郵便局6560,立川市錦町4-11-18,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,三鷹牟礼二郵便局6570,三鷹市牟礼2-11-18,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,荒川南千住五郵便局6580,荒川区南千住5-39-5,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,鶴川団地内郵便局6600,町田市鶴川6-7-1,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,町田南つくし野郵便局6610,町田市南つくし野2-31-22,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
,郵便局,東村山青葉郵便局6630,東村山市青葉町2-4-43,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,清瀬旭が丘郵便局6650,清瀬市旭が丘2-5-1,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,立川松中郵便局6660,立川市一番町5-8-23,長机1台程度,屋内（風除室含む）,場所とる,"15,000","15,000",要確認,,,,,,,,,,,,
,郵便局,中央郵政研修所内郵便局6680,国立市西2-18-4,長机1台程度,屋内（風除室含む）,場所とる,"10,000","10,000",要確認,,,,,,,,,,,,
