埼玉,,,,,場所とる,"21,000","21,000",,,,,,,,,,,,,
,施設名,実施場所名,施設住所,広さ,屋内・屋外,発注先,金額（平日）,金額（土日祝日）,通信催事可否,机貸出,椅子貸出,電源貸出,注意事項,AGでの手配実績,過去実施時代理店、店舗,AGでの過去実績（PIのみ 期間すべて）,過去トラブルなど,場所（Google Map）,その他備考,区画写真
,ベイシア,ベイシアひだかモール,日高市森戸新田字藤久保88-5,長机1～2台程度,屋内（風除室含む）,場所取る,"18,000","23,000",要確認,,,,,,,,,,,
,イオンモール,イオンモール川口前川①　1F　ノースコート,川口市前川1-1-11,27.23坪,屋内（風除室含む）,グラスト,"240,000","480,000",要確認,有,有,有,"机（最大13台）
椅子
ベルトパーテーション
パーテーションパネル（最大8枚）",,,,,,,
,イオンモール,イオンモール川口前川②　3Fアスビー前,川口市前川1-1-11,4.84坪,屋内（風除室含む）,グラスト,"60,000","120,000",要確認,有,有,有,"机（最大13台）
椅子
ベルトパーテーション
パーテーションパネル（最大8枚）",,,,,,,
,イオンモール,イオンモール春日部　2F フードコート前ブリッジ,春日部市下柳420-1,約20m²,屋内（風除室含む）,グラスト,"72,000","168,000",要確認,有,有,有,"机
椅子
パーテーション",,,,,,,
,イオンモール,イオンモール与野①　1F ローズコート,さいたま市中央区本町西5-2-9,40坪（124.8㎡）,屋内（風除室含む）,場所とる,"108,000","458,000",実施不可,,,,通信催事不可,,,,,,,
,イオンモール,イオンモール与野②　1F リーフコート,さいたま市中央区本町西5-2-9,35坪（109.2㎡）,屋内（風除室含む）,場所とる,"108,000","308,000",実施不可,,,,通信催事不可,,,,,,,
,イオンモール,イオンモール与野③　2F ABCマート前区画,さいたま市中央区本町西5-2-9,7.7坪（W800×D300）,屋内（風除室含む）,場所とる,"58,000","73,000",実施不可,,,,通信催事不可,,,,,,,
,イオンモール,イオンモール与野④　2F アスビー前区画,さいたま市中央区本町西5-2-9,9.5坪（W850×D350）,屋内（風除室含む）,場所とる,"58,000","73,000",実施不可,,,,通信催事不可,,,,,,,
,イオンモール,イオンモール与野⑤　3Fガシャココ前区画,さいたま市中央区本町西5-2-9,9.5坪（W850×D350）,屋内（風除室含む）,グラスト,"60,000","120,000",実施不可,,,,通信催事不可,,,,,,,
,イオンモール,イオンモール与野⑥　3F サイゼリヤ前区画,さいたま市中央区本町西5-2-9,7.7坪（W300×D800）,屋内（風除室含む）,ダイエースペース,"50,000","80,000",実施不可,,,,通信催事不可,,,,,,,
,イオンモール,イオンモール羽生　3F東ブリッジ,羽生市川崎2-281-3,要確認,屋内（風除室含む）,ダイエースペース,"60,000","160,000",実施不可,,,,通信催事不可,,,,,,,
,イオンモール,イオンモール上尾①　2F中央吹き抜け横,上尾市愛宕3-8-1,約3ｍ　×　約4ｍ　　（約3.6坪,屋内（風除室含む）,ダイエースペース,"60,000","120,000",実施不可,,,,通信催事不可,,,,,,,
,イオンモール,イオンモール上尾②　店内スペース,上尾市愛宕3-8-1,要確認,屋内（風除室含む）,ダイエースペース,"60,000","120,000",実施不可,,,,通信催事不可,,,,,,,
,イオンモール,イオンモール上尾③　店外スペース,上尾市愛宕3-8-1,要確認,屋外,ダイエースペース,"60,000","120,000",実施不可,,,,通信催事不可,,,,,,,
,イオンモール,イオンモール浦和美園　3Fイオンシネマ前,さいたま市緑区美園5丁目50-1,要確認,屋内（風除室含む）,ダイエースペース,"120,000","220,000",実施不可,,,,通信催事不可,,,,,,,
,イオンタウン,イオンタウン吉川美南①　1F 広場入り口前,吉川市美南3-23-1,7.5㎡,屋内（風除室含む）,場所取る,"30,000","60,000",要確認,要確認,要確認,有,備品使用料別途,,,,,,,
,イオンタウン,イオンタウン吉川美南②　1F エスカレーター脇,吉川市美南3-23-1,15㎡,屋内（風除室含む）,場所取る,"50,000","100,000",要確認,要確認,要確認,要確認,備品使用料別途,,,,,,,
,イオンタウン,イオンタウン吉川美南③　1Fエスカレーターホール,吉川市美南3-23-1,37.8㎡,屋内（風除室含む）,グラスト,"60,000","120,000",要確認,要確認,要確認,要確認,備品使用料別途,,,,,,,
,イオンタウン,イオンタウン吉川美南④　2Fエスカレーター横,吉川市美南3-23-1,19.6㎡,屋内（風除室含む）,グラスト,"40,000","72,000",要確認,要確認,要確認,有,備品使用料別途,,,,,,,
,イオンタウン,イオンタウン吉川美南⑤　2F吹き抜け,吉川市美南3-23-1,4m×2m,屋内（風除室含む）,場所取る,"30,000","60,000",要確認,要確認,要確認,有,備品使用料別途,,,,,,,
,イオンタウン,イオンタウン吉川美南⑥　2F吹き抜けブリッジ,吉川市美南3-23-1,-,屋内（風除室含む）,場所取る,"30,000","60,000",要確認,要確認,要確認,要確認,備品使用料別途,,,,,,,
,イオンタウン, イオンタウン蕨,蕨市塚越5-6-35,1800㎜長机×3台以内,屋内（風除室含む）,ダイエースペース／場所とる,"26,000（ダイエースペース）","45,000（場所とる）",要確認,要確認,要確認,有,,,,,,,,
,イオンタウン, イオンタウン上里①　1階　東側 ＥＳ横,児玉郡上里町大字金久保蓮山359-1,2.4坪,屋内（風除室含む）,グラスト,"30,000","40,000",要確認,有,有,有,"電気料1,000円、サイネージ料1,000円が必須となります。",,,,,,,
,イオンタウン, イオンタウン上里②　1階　中央 ＥＳ横,児玉郡上里町大字金久保蓮山359-1,2.4坪,屋内（風除室含む）,グラスト,"30,000","40,000",要確認,有,有,有,"電気料1,000円、サイネージ料1,000円が必須となります。",,,,,,,
,イオンタウン, イオンタウン上里③　1階 ベルク前,児玉郡上里町大字金久保蓮山359-1,2.4坪,屋内（風除室含む）,グラスト,"30,000","40,000",要確認,有,有,有,"電気料1,000円、サイネージ料1,000円が必須となります。",,,,,,,
,イオンタウン, イオンタウン上里④　1F 空床,児玉郡上里町大字金久保蓮山359-1,"19,3坪",屋内（風除室含む）,グラスト,"30,000","40,000",要確認,有,有,有,"電気料1,000円、サイネージ料1,000円が必須となります。",,,,,,,
,イオンタウン, イオンタウン上里⑤　1階ふれあいコート前,児玉郡上里町大字金久保蓮山359-1,7.9坪,屋内（風除室含む）,場所取る,"40,000","60,000",要確認,有,有,有,"電気料1,000円、サイネージ料1,000円が必須となります。",,,,,,,
,イオンタウン, イオンタウン上里⑥　ウェルシア前,児玉郡上里町大字金久保蓮山359-1,30坪,屋内（風除室含む）,グラスト,"35,000","50,000",要確認,有,有,有,"電気料1,000円、サイネージ料1,000円が必須となります。",,,,,,,
,イオンタウン, イオンタウン上里⑦　ウェルシア前 ＋ (東側ES横 or 中央ES横 or ベルク前),児玉郡上里町大字金久保蓮山359-1,30坪＋(2.4坪 or 3坪),屋内（風除室含む）,グラスト,"40,000","60,000",要確認,有,有,有,"電気料1,000円、サイネージ料1,000円が必須となります。",,,,,,,
,イオンタウン, イオンタウンふじみ野①　1階セントラルステージ,ふじみ野市福岡二丁目1-6,8m×15m,屋内（風除室含む）,場所取る,"105,000","405,000",要確認,有,有,有,"備品申請時依頼必須
机（500円/台 税抜）
椅子（200円/脚 税抜）",,,,,,,
,イオンタウン, イオンタウンふじみ野②　1階中央エスカレーター下催事場,ふじみ野市福岡二丁目1-6,27㎡程度,屋内（風除室含む）,場所取る,"35,000","55,000",要確認,有,有,有,"備品申請時依頼必須
机（500円/台 税抜）
椅子（200円/脚 税抜）",,,,,,,
,イオンタウン, イオンタウンふじみ野③　2階セカンドステージ,ふじみ野市福岡二丁目1-6,46.8㎡程度,屋内（風除室含む）,場所取る,"55,000","105,000",要確認,有,有,有,"備品申請時依頼必須
机（500円/台 税抜）
椅子（200円/脚 税抜）",,,,,,,
,イオンタウン, イオンタウンふじみ野④　2階　中央エスカレーター横,ふじみ野市福岡二丁目1-6,3m×9.9m,屋内（風除室含む）,場所取る,"35,000","55,000",要確認,有,有,有,"備品申請時依頼必須
机（500円/台 税抜）
椅子（200円/脚 税抜）",,,,,,,
,イオンタウン, イオンタウンふじみ野⑤　3階キッズリパブリック前,ふじみ野市福岡二丁目1-6,9㎡程度,屋内（風除室含む）,場所取る,"85,000","155,000",要確認,有,有,有,"備品申請時依頼必須
机（500円/台 税抜）
椅子（200円/脚 税抜）",,,,,,,
,イオンタウン, イオンタウンふじみ野⑥　3階中央エスカレーター横,ふじみ野市福岡二丁目1-6,2m×9.9m,屋内（風除室含む）,場所取る,"35,000","55,000",要確認,有,有,有,"備品申請時依頼必須
机（500円/台 税抜）
椅子（200円/脚 税抜）",,,,,,,
,イオンタウン,イオンレイクタウンKAZE①　1階光の広場,越谷市レイクタウン４丁目２−２,240㎡,屋内（風除室含む）,場所取る,"300,000","500,000",要確認,要確認,要確認,有,,,,,,,,
,イオンタウン,イオンレイクタウンKAZE②　1階時の広場,越谷市レイクタウン４丁目２−２,190㎡程度,屋内（風除室含む）,場所取る,"300,000","500,000",要確認,要確認,要確認,有,,,,,,,,
,イオンタウン,イオンレイクタウンKAZE③　1階翼の広場,越谷市レイクタウン４丁目２−２,210㎡程度,屋内（風除室含む）,場所取る,"300,000","500,000",要確認,要確認,要確認,有,,,,,,,,
,イオンタウン,イオンレイクタウンKAZE④　2階PLAZA前　,越谷市レイクタウン４丁目２−２,-,屋内（風除室含む）,場所取る,"100,000","200,000",要確認,要確認,要確認,有,,,,,,,,
